Date,Shift,Start_Time,Product_ID,Product_Name,Flavor,Bag_Size_g,Planned_Production_Units,Actual_Production_Units,Units_Per_Minute,Total_Time_Run_Minutes,Raw_Material_Used_kg,Waste_Weight_kg,Packaging_Waste_Units,QC_Defects_Count,Downtime_Minutes,Downtime_Reason,Machine_Operator_ID,Supervisor_ID,Clean_Time_Minutes
2025-12-20,Morning,06:00:00,LIME-S,Lime Zest Chips,Tangy Lime,150,19967,19256,61.1,464,2969.7,81.3,435,89,63,QC Hold,OP104,SUP08,24
2025-12-22,Night,22:00:00,ONION-L,Creamy Onion Chips,Sour Onion,300,16506,15627,55.1,469,4979.4,291.3,433,143,87,Cleaning,OP110,SUP05,24
2025-12-22,Morning,06:00:00,SALT-S,Classic Salted Chips,Classic Salt,50,15509,15184,67.8,370,780.1,20.9,778,76,29,Equipment Failure,OP109,SUP04,8
2025-12-26,Night,22:00:00,SALT-S,Classic Salted Chips,Classic Salt,150,21153,19274,55.5,427,3075.3,184.2,315,107,56,Material Shortage,OP112,SUP01,42
2025-12-23,Night,22:00:00,ONION-L,Creamy Onion Chips,Sour Onion,100,15622,14967,59.4,436,1565.1,68.4,537,91,69,QC Hold,OP114,SUP03,40
2025-12-06,Afternoon,14:00:00,CHEESE-L,Cheese Delight Chips,Cheddar,200,12096,11603,69.5,443,2441.0,120.4,237,85,88,Changeover,OP104,SUP06,19
2025-12-24,Afternoon,14:00:00,SALT-S,Classic Salted Chips,Classic Salt,150,16089,14815,60.9,330,2305.7,83.4,699,149,79,Cleaning,OP102,SUP08,17
2025-12-17,Morning,06:00:00,ONION-L,Creamy Onion Chips,Sour Onion,200,18680,17257,56.1,338,3526.1,74.7,255,87,57,Cleaning,OP115,SUP08,14
2025-12-11,Night,22:00:00,LIME-S,Lime Zest Chips,Tangy Lime,50,17988,16667,74.7,380,871.3,37.9,54,115,40,Equipment Failure,OP113,SUP03,41
2025-12-25,Morning,06:00:00,SALT-S,Classic Salted Chips,Classic Salt,50,12120,11503,67.7,403,595.6,20.5,538,98,5,Changeover,OP109,SUP04,28
2025-12-01,Afternoon,14:00:00,ONION-L,Creamy Onion Chips,Sour Onion,300,13122,11828,55.1,363,3640.1,91.7,402,79,21,Changeover,OP107,SUP05,15
2025-12-03,Morning,06:00:00,BBQ-M,BBQ Crunch Chips,Smokey BBQ,150,17469,16739,66.9,386,2600.6,89.8,753,34,48,Material Shortage,OP106,SUP04,15
2025-12-30,Afternoon,14:00:00,CHEESE-L,Cheese Delight Chips,Cheddar,100,13675,13103,57.6,305,1367.1,56.8,223,31,51,Changeover,OP107,SUP05,39
2025-12-20,Morning,06:00:00,CHILI-M,Chili Heat Chips,Spicy Chili,50,20845,18940,71.7,312,992.7,45.7,476,113,53,Changeover,OP109,SUP05,35
2025-12-23,Morning,06:00:00,LIME-S,Lime Zest Chips,Tangy Lime,50,14933,13942,57.0,433,716.6,19.5,670,35,58,Changeover,OP109,SUP02,23
2025-12-04,Morning,06:00:00,SALT-S,Classic Salted Chips,Classic Salt,100,19977,18298,60.3,433,1944.1,114.3,416,104,42,Equipment Failure,OP101,SUP08,18
2025-12-23,Afternoon,14:00:00,BBQ-M,BBQ Crunch Chips,Smokey BBQ,100,10044,9049,56.8,328,955.1,50.2,735,126,24,Changeover,OP113,SUP02,11
2025-12-29,Afternoon,14:00:00,MASALA-M,Masala Magic Chips,Indian Masala,100,17483,17117,60.9,418,1741.8,30.1,228,10,114,QC Hold,OP106,SUP06,32
2025-12-24,Morning,06:00:00,CHEESE-L,Cheese Delight Chips,Cheddar,50,10158,9834,68.3,343,506.8,15.1,498,68,117,Changeover,OP106,SUP06,16
2025-12-04,Afternoon,14:00:00,SALT-S,Classic Salted Chips,Classic Salt,200,14453,13973,68.8,422,2944.8,150.2,714,42,19,Equipment Failure,OP112,SUP01,15
2025-12-04,Afternoon,14:00:00,CHILI-M,Chili Heat Chips,Spicy Chili,200,23144,21883,63.8,456,4521.7,145.1,417,7,115,Equipment Failure,OP108,SUP08,12
2025-12-29,Afternoon,14:00:00,SALT-S,Classic Salted Chips,Classic Salt,50,11037,10164,61.3,480,537.3,29.1,587,147,97,Cleaning,OP104,SUP06,38
2025-12-17,Night,22:00:00,MASALA-M,Masala Magic Chips,Indian Masala,300,11560,10804,69.5,423,3343.4,102.2,742,98,24,Cleaning,OP115,SUP01,5
2025-12-21,Morning,06:00:00,CHILI-M,Chili Heat Chips,Spicy Chili,200,23957,22511,58.3,425,4638.7,136.5,388,71,11,Cleaning,OP104,SUP07,30
2025-12-27,Morning,06:00:00,CHEESE-L,Cheese Delight Chips,Cheddar,200,17277,16656,64.0,427,3452.4,121.2,171,127,100,Changeover,OP102,SUP07,31
2025-12-02,Night,22:00:00,CHILI-M,Chili Heat Chips,Spicy Chili,50,23531,21349,67.1,458,1116.2,48.8,570,143,31,Material Shortage,OP106,SUP06,8
2025-12-27,Morning,06:00:00,ONION-L,Creamy Onion Chips,Sour Onion,200,15439,14586,67.4,421,3061.9,144.7,422,115,19,Changeover,OP113,SUP04,5
2025-12-11,Afternoon,14:00:00,ONION-L,Creamy Onion Chips,Sour Onion,150,18973,17867,69.0,311,2837.1,157.0,554,35,110,Material Shortage,OP102,SUP05,44
2025-12-07,Morning,06:00:00,CHEESE-L,Cheese Delight Chips,Cheddar,200,13532,12673,70.6,386,2585.9,51.3,474,11,86,Cleaning,OP102,SUP08,34
2025-12-22,Night,22:00:00,CHILI-M,Chili Heat Chips,Spicy Chili,100,18172,16361,69.7,441,1735.2,99.1,649,123,70,Equipment Failure,OP112,SUP03,13
2025-12-04,Afternoon,14:00:00,MASALA-M,Masala Magic Chips,Indian Masala,300,19931,19345,65.1,398,6006.8,203.3,673,63,40,Material Shortage,OP106,SUP05,33
2025-12-26,Morning,06:00:00,LIME-S,Lime Zest Chips,Tangy Lime,200,19871,18996,70.0,376,4011.6,212.4,610,80,96,Cleaning,OP111,SUP04,17
2025-12-07,Night,22:00:00,MASALA-M,Masala Magic Chips,Indian Masala,150,21249,19711,68.4,466,3141.6,184.9,232,128,74,QC Hold,OP112,SUP02,27
2025-12-18,Afternoon,14:00:00,CHILI-M,Chili Heat Chips,Spicy Chili,300,20930,20026,68.5,436,6180.0,172.2,482,3,71,Changeover,OP101,SUP07,14
2025-12-02,Night,22:00:00,CHEESE-L,Cheese Delight Chips,Cheddar,100,14374,13799,58.2,373,1446.1,66.2,199,15,93,QC Hold,OP104,SUP01,27
2025-12-27,Afternoon,14:00:00,CHEESE-L,Cheese Delight Chips,Cheddar,300,24221,23107,66.2,357,7284.7,352.6,624,99,35,Cleaning,OP113,SUP05,8
2025-12-30,Afternoon,14:00:00,SALT-S,Classic Salted Chips,Classic Salt,200,22912,22409,61.3,441,4561.3,79.5,307,51,84,Material Shortage,OP114,SUP04,45
2025-12-23,Night,22:00:00,MASALA-M,Masala Magic Chips,Indian Masala,150,22371,21186,69.8,350,3344.9,167.0,248,75,62,Equipment Failure,OP111,SUP02,16
2025-12-06,Night,22:00:00,CHILI-M,Chili Heat Chips,Spicy Chili,50,16180,14614,60.6,367,746.3,15.6,648,65,5,QC Hold,OP108,SUP03,7
2025-12-05,Afternoon,14:00:00,CHILI-M,Chili Heat Chips,Spicy Chili,50,22675,22098,67.3,469,1137.4,32.5,636,140,50,Changeover,OP113,SUP06,38
2025-12-08,Morning,06:00:00,CHILI-M,Chili Heat Chips,Spicy Chili,50,22882,21518,63.3,437,1112.8,36.9,407,56,118,Equipment Failure,OP111,SUP06,26
2025-12-12,Afternoon,14:00:00,LIME-S,Lime Zest Chips,Tangy Lime,300,18691,17531,66.2,466,5341.5,82.2,734,88,62,Equipment Failure,OP115,SUP04,7
2025-12-22,Afternoon,14:00:00,SALT-S,Classic Salted Chips,Classic Salt,50,16322,15024,69.5,306,795.8,44.6,433,131,107,Cleaning,OP108,SUP08,7
2025-12-10,Night,22:00:00,LIME-S,Lime Zest Chips,Tangy Lime,150,18419,16698,56.9,437,2606.3,101.6,691,16,31,Equipment Failure,OP114,SUP07,11
2025-12-07,Night,22:00:00,ONION-L,Creamy Onion Chips,Sour Onion,200,20593,19879,56.4,475,4064.9,89.1,520,84,9,Changeover,OP102,SUP01,16
2025-12-26,Afternoon,14:00:00,CHILI-M,Chili Heat Chips,Spicy Chili,50,19420,18754,73.2,404,969.2,31.5,695,103,60,QC Hold,OP101,SUP07,12
2025-12-18,Morning,06:00:00,MASALA-M,Masala Magic Chips,Indian Masala,300,11036,10599,66.7,479,3358.3,178.6,416,128,18,QC Hold,OP113,SUP05,43
2025-12-03,Afternoon,14:00:00,ONION-L,Creamy Onion Chips,Sour Onion,200,16249,15137,68.2,421,3095.6,68.2,275,34,100,Material Shortage,OP113,SUP05,45
2025-12-05,Afternoon,14:00:00,MASALA-M,Masala Magic Chips,Indian Masala,150,10182,9614,66.1,331,1466.9,24.8,636,100,73,Cleaning,OP102,SUP05,18
2025-12-24,Night,22:00:00,MASALA-M,Masala Magic Chips,Indian Masala,150,13469,12566,67.9,431,1926.1,41.2,238,56,83,QC Hold,OP104,SUP02,16
2025-12-22,Night,22:00:00,ONION-L,Creamy Onion Chips,Sour Onion,50,23949,22993,74.8,440,1192.3,42.6,612,18,42,Changeover,OP105,SUP02,17
2025-12-24,Night,22:00:00,SALT-S,Classic Salted Chips,Classic Salt,150,15851,14428,68.1,325,2226.2,62.0,121,49,45,Material Shortage,OP108,SUP06,44
2025-12-22,Afternoon,14:00:00,MASALA-M,Masala Magic Chips,Indian Masala,300,12496,11811,62.3,380,3762.0,218.7,222,1,45,Equipment Failure,OP113,SUP04,32
2025-12-09,Afternoon,14:00:00,LIME-S,Lime Zest Chips,Tangy Lime,150,24383,22880,63.9,378,3563.5,131.5,161,44,87,Cleaning,OP102,SUP05,13
2025-12-29,Night,22:00:00,LIME-S,Lime Zest Chips,Tangy Lime,150,22018,21377,56.5,319,3393.7,187.1,569,7,109,Cleaning,OP110,SUP07,42
2025-12-07,Morning,06:00:00,CHILI-M,Chili Heat Chips,Spicy Chili,150,18904,18365,65.8,467,2899.4,144.7,424,100,33,Cleaning,OP112,SUP05,13
2025-12-15,Night,22:00:00,CHILI-M,Chili Heat Chips,Spicy Chili,50,16500,15330,55.2,361,809.5,43.0,678,42,101,Cleaning,OP103,SUP08,15
2025-12-06,Night,22:00:00,CHILI-M,Chili Heat Chips,Spicy Chili,100,22057,21142,73.8,310,2168.1,53.9,549,59,13,QC Hold,OP106,SUP04,7
2025-12-22,Morning,06:00:00,CHILI-M,Chili Heat Chips,Spicy Chili,150,16358,15336,64.1,311,2339.7,39.3,714,82,18,Cleaning,OP111,SUP05,21
2025-12-19,Night,22:00:00,CHILI-M,Chili Heat Chips,Spicy Chili,100,16171,15399,62.3,467,1630.2,90.3,129,132,37,Material Shortage,OP115,SUP04,38
2025-12-13,Afternoon,14:00:00,ONION-L,Creamy Onion Chips,Sour Onion,150,17976,17318,72.7,301,2699.1,101.4,192,112,26,Equipment Failure,OP102,SUP05,18
2025-12-05,Morning,06:00:00,LIME-S,Lime Zest Chips,Tangy Lime,150,19863,19016,57.4,358,2951.7,99.3,388,29,66,Material Shortage,OP108,SUP04,42
2025-12-06,Night,22:00:00,ONION-L,Creamy Onion Chips,Sour Onion,200,10367,9532,57.6,451,1949.8,43.4,694,131,10,Cleaning,OP103,SUP01,15
2025-12-09,Morning,06:00:00,CHILI-M,Chili Heat Chips,Spicy Chili,200,19819,19373,67.8,469,4087.0,212.4,137,55,62,Cleaning,OP108,SUP08,15
2025-12-08,Afternoon,14:00:00,CHILI-M,Chili Heat Chips,Spicy Chili,100,23018,21789,70.3,459,2280.8,101.9,320,42,97,QC Hold,OP115,SUP08,43
2025-12-19,Morning,06:00:00,LIME-S,Lime Zest Chips,Tangy Lime,200,16315,14856,55.3,433,3139.7,168.5,566,107,110,Equipment Failure,OP110,SUP02,16
2025-12-16,Night,22:00:00,CHILI-M,Chili Heat Chips,Spicy Chili,50,24381,23471,65.1,330,1196.5,23.0,725,33,120,Cleaning,OP109,SUP01,32
2025-12-17,Afternoon,14:00:00,BBQ-M,BBQ Crunch Chips,Smokey BBQ,50,21430,20195,59.6,423,1063.5,53.8,440,89,80,Cleaning,OP102,SUP07,13
2025-12-09,Afternoon,14:00:00,ONION-L,Creamy Onion Chips,Sour Onion,100,24910,24130,60.7,439,2496.4,83.4,243,1,95,Changeover,OP110,SUP02,38
2025-12-01,Afternoon,14:00:00,MASALA-M,Masala Magic Chips,Indian Masala,100,21268,20509,63.2,327,2097.0,46.1,717,149,37,QC Hold,OP114,SUP07,41
2025-12-12,Night,22:00:00,BBQ-M,BBQ Crunch Chips,Smokey BBQ,200,22369,20496,66.0,442,4255.4,156.2,429,143,76,Material Shortage,OP105,SUP05,41
2025-12-12,Night,22:00:00,SALT-S,Classic Salted Chips,Classic Salt,100,24008,23266,57.4,358,2411.2,84.6,766,41,17,Equipment Failure,OP109,SUP07,26
2025-12-26,Night,22:00:00,CHILI-M,Chili Heat Chips,Spicy Chili,50,12633,11762,67.7,323,620.4,32.3,532,111,16,Changeover,OP105,SUP04,28
2025-12-03,Night,22:00:00,CHEESE-L,Cheese Delight Chips,Cheddar,200,16564,15721,65.4,452,3200.5,56.3,229,126,61,Changeover,OP104,SUP05,17
2025-12-02,Night,22:00:00,CHILI-M,Chili Heat Chips,Spicy Chili,300,21443,19696,58.4,309,6099.0,190.2,720,0,25,Changeover,OP105,SUP07,27
2025-12-22,Afternoon,14:00:00,SALT-S,Classic Salted Chips,Classic Salt,300,13281,12502,69.7,317,3974.6,224.0,612,72,97,Cleaning,OP115,SUP06,27
2025-12-27,Afternoon,14:00:00,LIME-S,Lime Zest Chips,Tangy Lime,300,13187,12348,63.1,301,3806.2,101.8,466,129,18,Cleaning,OP102,SUP05,26
2025-12-04,Night,22:00:00,BBQ-M,BBQ Crunch Chips,Smokey BBQ,300,23322,22470,60.0,413,7159.6,418.6,626,123,103,Equipment Failure,OP113,SUP06,34
2025-12-22,Afternoon,14:00:00,CHILI-M,Chili Heat Chips,Spicy Chili,50,17896,16272,56.4,462,856.9,43.3,275,58,107,QC Hold,OP107,SUP06,38
2025-12-18,Morning,06:00:00,MASALA-M,Masala Magic Chips,Indian Masala,150,14067,12983,63.0,387,1984.0,36.5,232,121,45,QC Hold,OP104,SUP05,16
2025-12-24,Night,22:00:00,LIME-S,Lime Zest Chips,Tangy Lime,200,22076,20221,69.7,367,4144.9,100.7,257,63,112,Cleaning,OP106,SUP03,11
2025-12-04,Morning,06:00:00,MASALA-M,Masala Magic Chips,Indian Masala,200,20056,18061,72.1,310,3815.0,202.8,430,80,68,Cleaning,OP114,SUP05,36
2025-12-06,Night,22:00:00,BBQ-M,BBQ Crunch Chips,Smokey BBQ,200,13638,13092,57.6,434,2759.0,140.6,539,138,9,Cleaning,OP106,SUP07,16
2025-12-15,Morning,06:00:00,MASALA-M,Masala Magic Chips,Indian Masala,300,17537,16226,55.2,472,4990.0,122.2,644,25,46,QC Hold,OP110,SUP05,16
2025-12-18,Afternoon,14:00:00,LIME-S,Lime Zest Chips,Tangy Lime,150,17722,17308,61.9,347,2697.2,101.0,265,107,94,QC Hold,OP106,SUP07,22
2025-12-15,Morning,06:00:00,CHILI-M,Chili Heat Chips,Spicy Chili,100,19435,18558,71.3,369,1955.9,100.1,618,110,114,Material Shortage,OP104,SUP03,14
2025-12-16,Morning,06:00:00,LIME-S,Lime Zest Chips,Tangy Lime,200,18185,16562,72.9,461,3444.2,131.8,787,80,105,Material Shortage,OP105,SUP05,40
2025-12-28,Night,22:00:00,CHEESE-L,Cheese Delight Chips,Cheddar,200,11621,11100,56.2,365,2304.0,84.0,694,24,62,QC Hold,OP105,SUP06,28
2025-12-18,Night,22:00:00,ONION-L,Creamy Onion Chips,Sour Onion,150,15638,14099,57.4,473,2245.9,131.1,253,147,78,Cleaning,OP103,SUP05,27
2025-12-11,Night,22:00:00,CHILI-M,Chili Heat Chips,Spicy Chili,200,22693,21760,72.8,397,4545.7,193.7,524,37,116,Equipment Failure,OP111,SUP06,31
2025-12-21,Night,22:00:00,CHILI-M,Chili Heat Chips,Spicy Chili,200,23908,23252,56.6,387,4771.0,120.6,374,74,95,QC Hold,OP110,SUP07,22
2025-12-29,Afternoon,14:00:00,ONION-L,Creamy Onion Chips,Sour Onion,150,22253,21072,74.3,405,3233.7,72.9,73,32,98,Equipment Failure,OP111,SUP05,10
2025-12-07,Morning,06:00:00,SALT-S,Classic Salted Chips,Classic Salt,50,11565,10467,72.6,440,532.6,9.2,456,134,102,Changeover,OP102,SUP05,44
2025-12-05,Morning,06:00:00,MASALA-M,Masala Magic Chips,Indian Masala,200,15068,13837,69.8,413,2892.3,124.9,184,134,112,Equipment Failure,OP101,SUP01,27
2025-12-28,Afternoon,14:00:00,ONION-L,Creamy Onion Chips,Sour Onion,200,17654,17265,65.8,369,3595.7,142.7,188,138,27,Cleaning,OP110,SUP08,45
2025-12-24,Night,22:00:00,CHILI-M,Chili Heat Chips,Spicy Chili,200,18576,17669,65.7,388,3668.3,134.5,282,22,61,QC Hold,OP106,SUP07,21
2025-12-05,Afternoon,14:00:00,CHEESE-L,Cheese Delight Chips,Cheddar,50,18574,17928,72.0,388,922.1,25.7,597,2,93,Material Shortage,OP113,SUP08,24
2025-12-01,Afternoon,14:00:00,ONION-L,Creamy Onion Chips,Sour Onion,150,19781,18168,55.1,395,2790.7,65.5,624,111,55,Equipment Failure,OP103,SUP07,29
2025-12-08,Afternoon,14:00:00,CHEESE-L,Cheese Delight Chips,Cheddar,200,20245,18608,70.3,456,3923.0,201.4,751,69,41,Cleaning,OP113,SUP05,31
2025-12-07,Morning,06:00:00,LIME-S,Lime Zest Chips,Tangy Lime,100,14744,13399,64.1,415,1377.4,37.5,687,125,29,QC Hold,OP101,SUP03,8
2025-12-18,Morning,06:00:00,LIME-S,Lime Zest Chips,Tangy Lime,50,14622,13474,69.3,302,691.3,17.6,204,3,68,Equipment Failure,OP106,SUP07,24
2025-12-26,Afternoon,14:00:00,BBQ-M,BBQ Crunch Chips,Smokey BBQ,200,21418,20632,61.6,337,4200.0,73.6,451,18,74,Material Shortage,OP103,SUP04,21
2025-12-27,Afternoon,14:00:00,ONION-L,Creamy Onion Chips,Sour Onion,50,11998,11733,69.3,398,617.3,30.6,503,63,99,Changeover,OP104,SUP08,11
2025-12-17,Night,22:00:00,LIME-S,Lime Zest Chips,Tangy Lime,200,16375,15630,61.2,382,3196.8,70.8,795,10,100,Cleaning,OP109,SUP02,21
2025-12-16,Night,22:00:00,BBQ-M,BBQ Crunch Chips,Smokey BBQ,100,15905,15443,72.3,355,1640.8,96.5,291,111,46,Changeover,OP103,SUP05,42
2025-12-04,Afternoon,14:00:00,ONION-L,Creamy Onion Chips,Sour Onion,100,10146,9917,66.6,476,1029.1,37.4,660,39,52,Changeover,OP104,SUP03,36
2025-12-03,Night,22:00:00,CHILI-M,Chili Heat Chips,Spicy Chili,150,22444,21322,56.2,465,3270.0,71.7,599,27,21,Material Shortage,OP104,SUP06,40
2025-12-26,Night,22:00:00,ONION-L,Creamy Onion Chips,Sour Onion,150,23197,22532,69.7,305,3542.8,163.0,416,34,37,Changeover,OP108,SUP08,40
2025-12-10,Night,22:00:00,MASALA-M,Masala Magic Chips,Indian Masala,200,13109,12392,65.9,382,2603.2,124.8,331,141,25,Changeover,OP109,SUP03,33
2025-12-10,Afternoon,14:00:00,CHILI-M,Chili Heat Chips,Spicy Chili,150,17439,15696,67.8,397,2473.1,118.7,69,93,104,Cleaning,OP104,SUP06,9
2025-12-22,Night,22:00:00,ONION-L,Creamy Onion Chips,Sour Onion,200,13110,12348,65.0,441,2525.0,55.4,339,82,57,QC Hold,OP102,SUP02,38
2025-12-22,Morning,06:00:00,CHEESE-L,Cheese Delight Chips,Cheddar,100,12926,12536,59.0,424,1283.9,30.3,82,146,87,Material Shortage,OP111,SUP08,38
2025-12-20,Night,22:00:00,CHILI-M,Chili Heat Chips,Spicy Chili,150,10804,10040,67.1,318,1529.8,23.8,263,125,118,Changeover,OP108,SUP01,28
2025-12-18,Night,22:00:00,SALT-S,Classic Salted Chips,Classic Salt,150,23012,22014,71.5,368,3435.4,133.3,122,77,14,Equipment Failure,OP109,SUP02,11
2025-12-24,Morning,06:00:00,CHILI-M,Chili Heat Chips,Spicy Chili,200,13104,11996,68.1,445,2507.4,108.2,233,142,100,Cleaning,OP107,SUP02,45
2025-12-19,Afternoon,14:00:00,MASALA-M,Masala Magic Chips,Indian Masala,200,21510,20503,72.7,342,4319.4,218.8,613,102,69,QC Hold,OP111,SUP03,39
2025-12-20,Afternoon,14:00:00,BBQ-M,BBQ Crunch Chips,Smokey BBQ,150,19012,18618,61.5,395,2889.7,97.0,698,110,110,QC Hold,OP110,SUP04,41
2025-12-18,Morning,06:00:00,SALT-S,Classic Salted Chips,Classic Salt,300,22199,20430,74.2,414,6507.7,378.7,50,8,41,Cleaning,OP101,SUP03,24
2025-12-01,Afternoon,14:00:00,LIME-S,Lime Zest Chips,Tangy Lime,100,24020,22223,70.4,476,2344.2,121.9,616,130,76,Cleaning,OP115,SUP03,11
2025-12-02,Afternoon,14:00:00,BBQ-M,BBQ Crunch Chips,Smokey BBQ,100,12267,11300,72.8,363,1159.6,29.6,357,23,78,Material Shortage,OP110,SUP04,9
2025-12-24,Afternoon,14:00:00,ONION-L,Creamy Onion Chips,Sour Onion,200,12832,12050,73.0,479,2512.9,102.9,147,76,9,Cleaning,OP107,SUP02,8
2025-12-30,Afternoon,14:00:00,BBQ-M,BBQ Crunch Chips,Smokey BBQ,200,16824,16393,57.4,358,3446.2,167.6,666,2,86,Material Shortage,OP101,SUP05,38
2025-12-02,Afternoon,14:00:00,CHILI-M,Chili Heat Chips,Spicy Chili,300,12450,11530,69.0,339,3519.8,60.8,799,100,62,Cleaning,OP110,SUP02,19
2025-12-14,Afternoon,14:00:00,ONION-L,Creamy Onion Chips,Sour Onion,200,12425,11313,56.7,446,2378.0,115.4,611,102,38,Changeover,OP107,SUP07,13
2025-12-25,Morning,06:00:00,SALT-S,Classic Salted Chips,Classic Salt,300,13245,12437,68.0,350,3887.6,156.5,586,63,36,Changeover,OP105,SUP07,25
2025-12-22,Night,22:00:00,CHEESE-L,Cheese Delight Chips,Cheddar,50,21005,19599,62.3,348,1009.7,29.8,658,6,103,QC Hold,OP103,SUP06,44
2025-12-27,Afternoon,14:00:00,CHILI-M,Chili Heat Chips,Spicy Chili,100,17216,15556,71.4,351,1630.3,74.7,209,21,19,Changeover,OP104,SUP03,23
2025-12-01,Afternoon,14:00:00,MASALA-M,Masala Magic Chips,Indian Masala,50,14999,14039,55.5,353,737.6,35.6,266,52,74,Cleaning,OP113,SUP05,40
2025-12-16,Night,22:00:00,MASALA-M,Masala Magic Chips,Indian Masala,100,21388,20444,55.4,449,2165.2,120.8,589,11,37,Equipment Failure,OP101,SUP05,17
2025-12-26,Night,22:00:00,CHILI-M,Chili Heat Chips,Spicy Chili,150,10869,10186,73.9,317,1579.2,51.3,327,92,115,Changeover,OP101,SUP05,29
2025-12-08,Afternoon,14:00:00,CHILI-M,Chili Heat Chips,Spicy Chili,50,24809,22954,72.3,436,1169.9,22.2,253,128,63,Cleaning,OP115,SUP01,7
2025-12-08,Night,22:00:00,BBQ-M,BBQ Crunch Chips,Smokey BBQ,150,18027,16791,58.1,388,2639.5,120.8,413,77,35,Cleaning,OP105,SUP01,45
2025-12-09,Afternoon,14:00:00,ONION-L,Creamy Onion Chips,Sour Onion,50,19092,18632,59.5,387,986.2,54.6,722,35,16,Material Shortage,OP109,SUP04,31
2025-12-08,Night,22:00:00,LIME-S,Lime Zest Chips,Tangy Lime,200,15118,14706,61.6,438,3004.1,62.9,718,35,79,Cleaning,OP111,SUP04,13
2025-12-10,Night,22:00:00,MASALA-M,Masala Magic Chips,Indian Masala,300,24902,22681,74.9,337,7121.4,317.1,628,40,45,Changeover,OP109,SUP02,16
